Proprietary Name	NDC Package Code	Strength	Dosage Form	Route	Appl. No.	Labeler Name	Product NDC	Nonproprietary Name	Substance Name	Product Type Name	Start Marketing Date	End Marketing Date	Market Category	Package Description	Pharm Class	DEA	Sample Package	Listing Record Certified Through:
Phentermine Hydrochloride	11534-176-01	30 mg/1	CAPSULE	ORAL	ANDA205019	"SUNRISE PHARMACEUTICAL, INC."	11534-176	phentermine hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	01/24/2017	N/A	ANDA	100 CAPSULE in 1 BOTTLE (11534-176-01)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	11534-176-03	30 mg/1	CAPSULE	ORAL	ANDA205019	"SUNRISE PHARMACEUTICAL, INC."	11534-176	phentermine hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	01/24/2017	N/A	ANDA	1000 CAPSULE in 1 BOTTLE (11534-176-03)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	71335-0030-7	30 mg/1	CAPSULE	ORAL	ANDA202248	Bryant Ranch Prepack	71335-0030	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/17/2012	N/A	ANDA	21 CAPSULE in 1 BOTTLE (71335-0030-7)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	71335-0030-8	30 mg/1	CAPSULE	ORAL	ANDA202248	Bryant Ranch Prepack	71335-0030	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/17/2012	N/A	ANDA	28 CAPSULE in 1 BOTTLE (71335-0030-8)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	43063-596-28	30 mg/1	TABLET	ORAL	ANDA040526	"PD-Rx Pharmaceuticals, Inc."	43063-596	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/12/2013	N/A	ANDA	"28 TABLET in 1 BOTTLE, PLASTIC (43063-596-28)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	43063-596-30	30 mg/1	TABLET	ORAL	ANDA040526	"PD-Rx Pharmaceuticals, Inc."	43063-596	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/12/2013	N/A	ANDA	"30 TABLET in 1 BOTTLE, PLASTIC (43063-596-30)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	70771-1201-4	30 mg/1	"TABLET, ORALLY DISINTEGRATING"	ORAL	ANDA204663	Cadila Healthcare Limited	70771-1201	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/08/2018	N/A	ANDA	"10 BLISTER PACK in 1 CARTON (70771-1201-4)  > 10 TABLET, ORALLY DISINTEGRATING in 1 BLISTER PACK (70771-1201-2)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	70771-1201-9	30 mg/1	"TABLET, ORALLY DISINTEGRATING"	ORAL	ANDA204663	Cadila Healthcare Limited	70771-1201	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/08/2018	N/A	ANDA	"90 TABLET, ORALLY DISINTEGRATING in 1 BOTTLE (70771-1201-9)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	70771-1202-5	37.5 mg/1	"TABLET, ORALLY DISINTEGRATING"	ORAL	ANDA204663	Cadila Healthcare Limited	70771-1202	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/08/2018	N/A	ANDA	"500 TABLET, ORALLY DISINTEGRATING in 1 BOTTLE (70771-1202-5)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	50436-6760-4	30 mg/1	TABLET	ORAL	ANDA040526	Unit Dose Services	50436-6760	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/12/2013	N/A	ANDA	28 TABLET in 1 BOTTLE (50436-6760-4)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	50436-0250-3	37.5 mg/1	TABLET	ORAL	ANDA040876	Unit Dose Services	50436-0250	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/15/2012	N/A	ANDA	21 TABLET in 1 BOTTLE (50436-0250-3)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
PHENTERMINE HYDROCHLORIDE	61919-186-30	37.5 mg/1	TABLET	ORAL	ANDA040555	DIRECT RX	61919-186	PHENTERMINE HYDROCHLORIDE	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	01/01/2014	N/A	ANDA	30 TABLET in 1 BOTTLE (61919-186-30)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	68788-9271-1	37.5 mg/1	TABLET	ORAL	ANDA040555	"Preferred Pharmaceuticals, Inc."	68788-9271	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	12/22/2014	N/A	ANDA	7 TABLET in 1 BOTTLE (68788-9271-1)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	63187-507-90	30 mg/1	CAPSULE	ORAL	ANDA040525	Proficient Rx LP	63187-507	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	10/23/2003	N/A	ANDA	"90 CAPSULE in 1 BOTTLE, PLASTIC (63187-507-90)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	50090-1534-5	15 mg/1	CAPSULE	ORAL	ANDA202248	A-S Medication Solutions	50090-1534	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/17/2012	N/A	ANDA	60 CAPSULE in 1 BOTTLE (50090-1534-5)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	50090-0415-0	30 mg/1	CAPSULE	ORAL	ANDA087022	A-S Medication Solutions	50090-0415	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	12/01/2007	N/A	ANDA	30 CAPSULE in 1 BOTTLE (50090-0415-0)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	64850-810-01	37.5 mg/1	TABLET	ORAL	ANDA040190	"Elite Laboratories, Inc."	64850-810	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	05/01/2014	N/A	ANDA	100 TABLET in 1 BOTTLE (64850-810-01)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	70771-1200-4	15 mg/1	"TABLET, ORALLY DISINTEGRATING"	ORAL	ANDA204663	Cadila Healthcare Limited	70771-1200	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/08/2018	N/A	ANDA	"10 BLISTER PACK in 1 CARTON (70771-1200-4)  > 10 TABLET, ORALLY DISINTEGRATING in 1 BLISTER PACK (70771-1200-2)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	70771-1201-3	30 mg/1	"TABLET, ORALLY DISINTEGRATING"	ORAL	ANDA204663	Cadila Healthcare Limited	70771-1201	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/08/2018	N/A	ANDA	"30 TABLET, ORALLY DISINTEGRATING in 1 BOTTLE (70771-1201-3)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	70771-1202-0	37.5 mg/1	"TABLET, ORALLY DISINTEGRATING"	ORAL	ANDA204663	Cadila Healthcare Limited	70771-1202	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/08/2018	N/A	ANDA	"1000 TABLET, ORALLY DISINTEGRATING in 1 BOTTLE (70771-1202-0)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	71335-1591-0	30 mg/1	CAPSULE	ORAL	ANDA202248	Bryant Ranch Prepack	71335-1591	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/17/2012	N/A	ANDA	24 CAPSULE in 1 BOTTLE (71335-1591-0)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	71335-1591-1	30 mg/1	CAPSULE	ORAL	ANDA202248	Bryant Ranch Prepack	71335-1591	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/17/2012	N/A	ANDA	30 CAPSULE in 1 BOTTLE (71335-1591-1)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	71335-1591-2	30 mg/1	CAPSULE	ORAL	ANDA202248	Bryant Ranch Prepack	71335-1591	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/17/2012	N/A	ANDA	7 CAPSULE in 1 BOTTLE (71335-1591-2)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	71335-1591-3	30 mg/1	CAPSULE	ORAL	ANDA202248	Bryant Ranch Prepack	71335-1591	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/17/2012	N/A	ANDA	14 CAPSULE in 1 BOTTLE (71335-1591-3)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	71335-1591-4	30 mg/1	CAPSULE	ORAL	ANDA202248	Bryant Ranch Prepack	71335-1591	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/17/2012	N/A	ANDA	56 CAPSULE in 1 BOTTLE (71335-1591-4)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	71335-1591-5	30 mg/1	CAPSULE	ORAL	ANDA202248	Bryant Ranch Prepack	71335-1591	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/17/2012	N/A	ANDA	60 CAPSULE in 1 BOTTLE (71335-1591-5)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	71335-1591-6	30 mg/1	CAPSULE	ORAL	ANDA202248	Bryant Ranch Prepack	71335-1591	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/17/2012	N/A	ANDA	2 CAPSULE in 1 BOTTLE (71335-1591-6)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	71335-1591-7	30 mg/1	CAPSULE	ORAL	ANDA202248	Bryant Ranch Prepack	71335-1591	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/17/2012	N/A	ANDA	21 CAPSULE in 1 BOTTLE (71335-1591-7)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	71335-1591-8	30 mg/1	CAPSULE	ORAL	ANDA202248	Bryant Ranch Prepack	71335-1591	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/17/2012	N/A	ANDA	28 CAPSULE in 1 BOTTLE (71335-1591-8)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	71335-1591-9	30 mg/1	CAPSULE	ORAL	ANDA202248	Bryant Ranch Prepack	71335-1591	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/17/2012	N/A	ANDA	42 CAPSULE in 1 BOTTLE (71335-1591-9)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine hydrochloride	71335-0646-3	37.5 mg/1	CAPSULE	ORAL	ANDA205017	Bryant Ranch Prepack	71335-0646	phentermine hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	01/24/2017	N/A	ANDA	30 CAPSULE in 1 BOTTLE (71335-0646-3)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine hydrochloride	71335-0646-4	37.5 mg/1	CAPSULE	ORAL	ANDA205017	Bryant Ranch Prepack	71335-0646	phentermine hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	01/24/2017	N/A	ANDA	50 CAPSULE in 1 BOTTLE (71335-0646-4)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	43063-437-45	37.5 mg/1	TABLET	ORAL	ANDA200272	"PD-Rx Pharmaceuticals, Inc."	43063-437	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	03/08/2011	N/A	ANDA	"45 TABLET in 1 BOTTLE, PLASTIC (43063-437-45)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	43063-437-98	37.5 mg/1	TABLET	ORAL	ANDA200272	"PD-Rx Pharmaceuticals, Inc."	43063-437	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	03/08/2011	N/A	ANDA	"120 TABLET in 1 BOTTLE, PLASTIC (43063-437-98)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	50090-3535-2	30 mg/1	CAPSULE	ORAL	ANDA087022	A-S Medication Solutions	50090-3535	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	12/01/2007	N/A	ANDA	90 CAPSULE in 1 BOTTLE (50090-3535-2)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	71335-0350-6	30 mg/1	TABLET	ORAL	ANDA040526	Bryant Ranch Prepack	71335-0350	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/12/2013	N/A	ANDA	45 TABLET in 1 BOTTLE (71335-0350-6)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	63187-515-15	37.5 mg/1	TABLET	ORAL	ANDA040555	Proficient Rx LP	63187-515	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	04/15/2005	N/A	ANDA	15 TABLET in 1 BOTTLE (63187-515-15)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	63187-515-60	37.5 mg/1	TABLET	ORAL	ANDA040555	Proficient Rx LP	63187-515	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	04/15/2005	N/A	ANDA	60 TABLET in 1 BOTTLE (63187-515-60)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	63187-515-90	37.5 mg/1	TABLET	ORAL	ANDA040555	Proficient Rx LP	63187-515	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	04/15/2005	N/A	ANDA	90 TABLET in 1 BOTTLE (63187-515-90)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	71335-0419-3	15 mg/1	CAPSULE	ORAL	ANDA202248	Bryant Ranch Prepack	71335-0419	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/17/2012	N/A	ANDA	30 CAPSULE in 1 BOTTLE (71335-0419-3)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	71335-0419-6	15 mg/1	CAPSULE	ORAL	ANDA202248	Bryant Ranch Prepack	71335-0419	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/17/2012	N/A	ANDA	28 CAPSULE in 1 BOTTLE (71335-0419-6)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	43063-437-90	37.5 mg/1	TABLET	ORAL	ANDA200272	"PD-Rx Pharmaceuticals, Inc."	43063-437	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	03/08/2011	N/A	ANDA	"90 TABLET in 1 BOTTLE, PLASTIC (43063-437-90)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	10702-025-01	37.5 mg/1	TABLET	ORAL	ANDA040876	"KVK-TECH, Inc."	10702-025	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/15/2012	N/A	ANDA	100 TABLET in 1 BOTTLE (10702-025-01)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	10702-025-03	37.5 mg/1	TABLET	ORAL	ANDA040876	"KVK-TECH, Inc."	10702-025	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/15/2012	N/A	ANDA	30 TABLET in 1 BOTTLE (10702-025-03)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	10702-025-10	37.5 mg/1	TABLET	ORAL	ANDA040876	"KVK-TECH, Inc."	10702-025	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/15/2012	N/A	ANDA	1000 TABLET in 1 BOTTLE (10702-025-10)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	10702-026-01	15 mg/1	CAPSULE	ORAL	ANDA040886	"KVK-Tech, Inc."	10702-026	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/07/2012	N/A	ANDA	100 CAPSULE in 1 BOTTLE (10702-026-01)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	10702-026-03	15 mg/1	CAPSULE	ORAL	ANDA040886	"KVK-Tech, Inc."	10702-026	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/07/2012	N/A	ANDA	30 CAPSULE in 1 BOTTLE (10702-026-03)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	10702-026-10	15 mg/1	CAPSULE	ORAL	ANDA040886	"KVK-Tech, Inc."	10702-026	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/07/2012	N/A	ANDA	1000 CAPSULE in 1 BOTTLE (10702-026-10)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	10702-027-01	30 mg/1	CAPSULE	ORAL	ANDA040886	"KVK-Tech, Inc."	10702-027	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/07/2012	N/A	ANDA	100 CAPSULE in 1 BOTTLE (10702-027-01)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	10702-027-03	30 mg/1	CAPSULE	ORAL	ANDA040886	"KVK-Tech, Inc."	10702-027	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/07/2012	N/A	ANDA	30 CAPSULE in 1 BOTTLE (10702-027-03)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	10702-027-10	30 mg/1	CAPSULE	ORAL	ANDA040886	"KVK-Tech, Inc."	10702-027	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/07/2012	N/A	ANDA	1000 CAPSULE in 1 BOTTLE (10702-027-10)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	10702-028-01	30 mg/1	CAPSULE	ORAL	ANDA040875	"KVK-Tech, Inc."	10702-028	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/07/2012	N/A	ANDA	100 CAPSULE in 1 BOTTLE (10702-028-01)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	10702-028-03	30 mg/1	CAPSULE	ORAL	ANDA040875	"KVK-Tech, Inc."	10702-028	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/07/2012	N/A	ANDA	30 CAPSULE in 1 BOTTLE (10702-028-03)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	10702-028-10	30 mg/1	CAPSULE	ORAL	ANDA040875	"KVK-Tech, Inc."	10702-028	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/07/2012	N/A	ANDA	1000 CAPSULE in 1 BOTTLE (10702-028-10)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	10702-029-01	37.5 mg/1	CAPSULE	ORAL	ANDA040887	"KVK-TECH, Inc."	10702-029	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/15/2012	N/A	ANDA	100 CAPSULE in 1 BOTTLE (10702-029-01)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	10702-029-03	37.5 mg/1	CAPSULE	ORAL	ANDA040887	"KVK-TECH, Inc."	10702-029	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/15/2012	N/A	ANDA	30 CAPSULE in 1 BOTTLE (10702-029-03)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	10702-029-10	37.5 mg/1	CAPSULE	ORAL	ANDA040887	"KVK-TECH, Inc."	10702-029	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/15/2012	N/A	ANDA	1000 CAPSULE in 1 BOTTLE (10702-029-10)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	43063-596-45	30 mg/1	TABLET	ORAL	ANDA040526	"PD-Rx Pharmaceuticals, Inc."	43063-596	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/12/2013	N/A	ANDA	"45 TABLET in 1 BOTTLE, PLASTIC (43063-596-45)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	43063-646-21	30 mg/1	CAPSULE	ORAL	ANDA202248	"PD-Rx Pharmaceuticals, Inc."	43063-646	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/17/2012	N/A	ANDA	"21 CAPSULE in 1 BOTTLE, PLASTIC (43063-646-21)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
